season,bowler,phase,runs_conceded,balls_bowled,wickets,dot_balls,boundaries,fours,sixes,economy_rate,balls_per_wicket,bowling_avg,dot_ball_pct,boundary_pct,six_pct,performance_index
2021,Rashid Khan,Death,19,19,2,10,1,1,0,6.0,9.5,9.5,0.53,0.05,0.0,1.7415691604948134
2021,Rashid Khan,Middle,285,252,11,98,30,23,7,6.79,22.91,25.91,0.39,0.12,0.03,0.7208076574043661
2021,Rashid Khan,Powerplay,55,48,4,22,6,4,2,6.88,12.0,13.75,0.46,0.12,0.04,0.8962254961547053
2021,Ravi Bishnoi,Death,14,12,1,7,1,1,0,7.0,12.0,14.0,0.58,0.08,0.0,1.6480906074635224
2021,Ravi Bishnoi,Middle,191,171,8,67,20,14,6,6.7,21.38,23.88,0.39,0.12,0.04,0.6813535939700562
2021,Ravi Bishnoi,Powerplay,35,37,3,17,3,2,1,5.68,12.33,11.67,0.46,0.08,0.03,1.286590515530912
2021,Ripal Patel,Middle,22,20,0,7,2,2,0,6.6,,,0.35,0.1,0.0,0.8432274951885258
2021,Russell,Death,98,60,8,26,14,10,4,9.8,7.5,12.25,0.43,0.23,0.07,-0.23188250958916368
2021,Russell,Middle,85,56,3,20,12,8,4,9.11,18.67,28.33,0.36,0.21,0.07,-0.294098002107119
2021,S Gopal,Middle,45,18,0,2,7,3,4,15.0,,,0.11,0.39,0.22,-3.5833205499196485
2021,S Gopal,Powerplay,39,24,0,9,6,4,2,9.75,,,0.38,0.25,0.08,-0.519811777110769
2021,S Kaul,Death,67,48,4,20,10,9,1,8.38,12.0,16.75,0.42,0.21,0.02,0.3126850544626391
2021,S Kaul,Middle,83,67,0,26,9,5,4,7.43,,,0.39,0.13,0.06,0.4154995604955929
2021,S Kaul,Powerplay,72,42,1,16,13,11,2,10.29,42.0,72.0,0.38,0.31,0.05,-0.6466275116348723
2021,S Nadeem,Middle,25,12,0,3,4,2,2,12.5,,,0.25,0.33,0.17,-2.1977272617374317
2021,S Nadeem,Powerplay,11,12,1,6,1,0,1,5.5,12.0,11.0,0.5,0.08,0.08,1.1838767245643693
2021,S Sandeep Warrier,Powerplay,15,12,0,6,3,3,0,7.5,,,0.5,0.25,0.0,0.7178642214978729
2021,Sam Curran,Death,97,57,4,21,12,5,7,10.21,14.25,24.25,0.37,0.21,0.12,-0.7180967341056247
2021,Sam Curran,Middle,70,26,1,10,12,5,7,16.15,26.0,70.0,0.38,0.46,0.27,-3.337601159257181
2021,Sam Curran,Powerplay,165,126,4,56,23,17,6,7.86,31.5,41.25,0.44,0.18,0.05,0.4064105865354616
2021,Sandeep Sharma,Middle,87,56,2,16,9,5,4,9.32,28.0,43.5,0.29,0.16,0.07,-0.40851738921084585
2021,Sandeep Sharma,Powerplay,87,79,0,37,13,13,0,6.61,,,0.47,0.16,0.0,1.0624228755361647
2021,Shahbaz Ahmed,Middle,54,54,4,10,1,0,1,6.0,13.5,13.5,0.19,0.02,0.02,0.5407375360815501
2021,Shahbaz Ahmed,Powerplay,37,24,0,6,5,3,2,9.25,,,0.25,0.21,0.08,-0.757820245389555
2021,Shakib Al Hasan,Middle,72,60,2,14,6,2,4,7.2,30.0,36.0,0.23,0.1,0.07,-0.061139781842075254
2021,Shakib Al Hasan,Powerplay,116,97,2,37,14,9,5,7.18,48.5,58.0,0.38,0.14,0.05,0.4440715359193377
2021,Shankar,Death,24,14,1,5,3,2,1,10.29,14.0,24.0,0.36,0.21,0.07,-0.4933787472850511
2021,Shankar,Middle,33,24,1,8,4,2,2,8.25,24.0,33.0,0.33,0.17,0.08,-0.175575740177912
2021,Shankar,Powerplay,24,14,1,6,3,1,2,10.29,14.0,24.0,0.43,0.21,0.14,-0.630682183488089
2021,Shivam Dube,Middle,53,31,0,8,5,2,3,10.26,,,0.26,0.16,0.1,-0.8363427814250134
2021,Shivam Mavi,Death,82,51,4,14,9,5,4,9.65,12.75,20.5,0.27,0.18,0.08,-0.6555058148491044
2021,Shivam Mavi,Middle,33,38,3,20,3,3,0,5.21,12.67,11.0,0.53,0.08,0.0,1.7751960364623025
2021,Shivam Mavi,Powerplay,127,115,4,66,20,20,0,6.63,28.75,31.75,0.57,0.17,0.0,1.376168594784759
2021,Stoinis,Middle,63,32,1,9,9,7,2,11.81,32.0,63.0,0.28,0.28,0.06,-1.2085783377703845
2021,Stoinis,Powerplay,26,24,1,5,1,1,0,6.5,24.0,26.0,0.21,0.04,0.0,0.5691541623036315
2021,T Natarajan,Death,25,19,1,5,3,3,0,7.89,19.0,25.0,0.26,0.16,0.0,0.11044195184337324
2021,T Natarajan,Middle,22,19,1,7,2,1,1,6.95,19.0,22.0,0.37,0.11,0.05,0.5476656214361733
2021,T Natarajan,Powerplay,23,12,0,4,4,3,1,11.5,,,0.33,0.33,0.08,-1.256654967937151
2021,T Shamsi,Middle,28,18,0,2,2,1,1,9.33,,,0.11,0.11,0.06,-0.8199322592601461
2021,TA Boult,Death,133,75,7,21,18,8,10,10.64,10.71,19.0,0.28,0.24,0.13,-1.2605073164478524
2021,TA Boult,Middle,73,61,1,19,8,7,1,7.18,61.0,73.0,0.31,0.13,0.02,0.39602450094354275
2021,TA Boult,Powerplay,203,181,5,106,32,26,6,6.73,36.2,40.6,0.59,0.18,0.03,1.2321341024997643
2021,TG Southee,Death,38,31,2,6,4,4,0,7.35,15.5,19.0,0.19,0.13,0.0,0.056157459245999464
2021,TG Southee,Powerplay,45,36,1,17,7,6,1,7.5,36.0,45.0,0.47,0.19,0.03,0.6483676856948185
2021,TK Curran,Death,64,28,1,6,10,6,4,13.71,28.0,64.0,0.21,0.36,0.14,-2.4780586965498714
2021,TK Curran,Middle,37,38,3,14,3,3,0,5.84,12.67,12.33,0.37,0.08,0.0,1.1081817331217096
2021,Thakur,Death,167,118,7,56,21,16,5,8.49,16.86,23.86,0.47,0.18,0.04,0.45978437386288945
2021,Thakur,Middle,239,180,8,68,27,20,7,7.97,22.5,29.88,0.38,0.15,0.04,0.3320449101099793
2021,Thakur,Powerplay,125,90,6,41,20,15,5,8.33,15.0,20.83,0.46,0.22,0.06,0.20940674939642961
2021,Umran Malik,Death,24,13,0,5,5,5,0,11.08,,,0.38,0.38,0.0,-0.739620156447502
2021,Umran Malik,Middle,33,38,1,21,4,4,0,5.21,38.0,33.0,0.55,0.11,0.0,1.7454834737597995
2021,Umran Malik,Powerplay,39,24,1,8,6,5,1,9.75,24.0,39.0,0.33,0.25,0.04,-0.4763913364124121
2021,VR Iyer,Middle,54,45,2,15,4,2,2,7.2,22.5,27.0,0.33,0.09,0.04,0.4864705001395795
2021,Washington Sundar,Middle,91,73,2,22,9,6,3,7.48,36.5,45.5,0.3,0.12,0.04,0.2342776524372797
2021,Washington Sundar,Powerplay,28,25,1,12,4,3,1,6.72,25.0,28.0,0.48,0.16,0.04,0.8602707534060091
2021,YS Chahal,Death,23,18,2,9,4,3,1,7.67,9.0,11.5,0.5,0.22,0.06,0.4610235239196373
2021,YS Chahal,Middle,253,220,13,88,26,15,11,6.9,16.92,19.46,0.4,0.12,0.05,0.6279624198818372
2021,YS Chahal,Powerplay,105,85,3,35,13,8,5,7.41,28.33,35.0,0.41,0.15,0.06,0.42242793557828856
2022,A Nortje,Death,43,31,5,10,5,4,1,8.32,6.2,8.6,0.32,0.16,0.03,0.08409436455347129
2022,A Nortje,Middle,82,50,1,18,10,5,5,9.84,50.0,82.0,0.36,0.2,0.1,-0.5480788818125543
2022,A Nortje,Powerplay,94,62,3,27,16,12,4,9.1,20.67,31.33,0.44,0.26,0.06,-0.12376290448398533
2022,AF Milne,Powerplay,12,12,0,9,2,1,1,6.0,,,0.75,0.17,0.08,1.676032691101604
2022,AJ Tye,Death,29,19,2,6,4,3,1,9.16,9.5,14.5,0.32,0.21,0.05,-0.333389879684956
2022,AJ Tye,Middle,47,26,0,9,7,4,3,10.85,,,0.35,0.27,0.12,-1.09583832569182
2022,AJ Tye,Powerplay,37,24,0,12,6,6,0,9.25,,,0.5,0.25,0.0,0.42232074347975324
2022,AS Joseph,Death,70,44,3,15,9,6,3,9.55,14.67,23.33,0.34,0.2,0.07,-0.40522010995058466
2022,AS Joseph,Middle,90,73,3,28,9,5,4,7.4,24.33,30.0,0.38,0.12,0.05,0.47344409475561566
2022,AS Joseph,Powerplay,109,68,1,33,19,13,6,9.62,68.0,109.0,0.49,0.28,0.09,-0.26687513241961064
2022,AS Roy,Middle,24,18,1,4,2,0,2,8.0,18.0,24.0,0.22,0.11,0.11,-0.48316110474826934
2022,AS Roy,Powerplay,31,24,0,7,3,2,1,7.75,,,0.29,0.12,0.04,0.15364085012539053
2022,Abhishek Sharma,Middle,39,24,0,4,4,2,2,9.75,,,0.17,0.17,0.08,-0.9895173725903701
2022,Akash Deep,Death,57,22,1,8,8,2,6,15.55,22.0,57.0,0.36,0.36,0.27,-2.973716317836378
2022,Akash Deep,Middle,84,54,2,22,13,8,5,9.33,27.0,42.0,0.41,0.24,0.09,-0.36515548954367444
2022,Akash Deep,Powerplay,65,43,2,16,8,5,3,9.07,21.5,32.5,0.37,0.19,0.07,-0.18577746083334165
2022,Arshdeep Singh,Death,135,104,4,25,12,11,1,7.79,26.0,33.75,0.24,0.12,0.01,0.1356525690223768
2022,Arshdeep Singh,Middle,119,94,3,35,12,7,5,7.6,31.33,39.67,0.37,0.13,0.05,0.37136573352802993
2022,Arshdeep Singh,Powerplay,148,119,3,65,21,21,0,7.46,39.67,49.33,0.55,0.18,0.0,1.1326559157672718
2022,Ashwin,Death,11,13,0,6,0,0,0,5.08,,,0.46,0.0,0.0,1.8179864191970732
2022,Ashwin,Middle,374,314,9,99,31,17,14,7.15,34.89,41.56,0.32,0.1,0.04,0.42661263577172576
2022,Ashwin,Powerplay,121,92,3,33,15,9,6,7.89,30.67,40.33,0.36,0.16,0.07,0.07825451275047325
2022,Avesh Khan,Death,192,113,5,40,27,18,9,10.19,22.6,38.4,0.35,0.24,0.08,-0.6659725506576133
2022,Avesh Khan,Middle,76,64,5,28,9,6,3,7.12,12.8,15.2,0.44,0.14,0.05,0.6644364493859491
2022,Avesh Khan,Powerplay,155,123,8,71,28,27,1,7.56,15.38,19.38,0.58,0.23,0.01,0.9999137816476004
2022,Axar Patel,Middle,222,170,3,53,24,14,10,7.84,56.67,74.0,0.31,0.14,0.06,0.03268532198217773
2022,Axar Patel,Powerplay,87,85,3,36,9,5,4,6.14,28.33,29.0,0.42,0.11,0.05,0.8596533597785997
2022,Ayush Badoni,Middle,12,12,2,4,0,0,0,6.0,6.0,6.0,0.33,0.0,0.0,1.2071123366093295
2022,Basil Thampi,Death,41,22,2,9,4,1,3,11.18,11.0,20.5,0.41,0.18,0.14,-0.7512745896062298
2022,Basil Thampi,Middle,58,37,3,14,8,5,3,9.41,12.33,19.33,0.38,0.22,0.08,-0.36260200727227215
2022,Basil Thampi,Powerplay,59,43,0,24,9,5,4,8.23,,,0.56,0.21,0.09,0.4459845762990962
2022,Bhuvneshwar Kumar,Death,170,125,9,53,19,14,5,8.16,13.89,18.89,0.42,0.15,0.04,0.4401119953101006
2022,Bhuvneshwar Kumar,Middle,43,30,0,7,3,1,2,8.6,,,0.23,0.1,0.07,-0.29757456425657136
2022,Bhuvneshwar Kumar,Powerplay,181,175,3,96,21,16,5,6.21,58.33,60.33,0.55,0.12,0.03,1.3793778613730128
2022,Bumrah,Death,129,107,7,37,13,10,3,7.23,15.29,18.43,0.35,0.12,0.03,0.506344920117721
2022,Bumrah,Middle,118,90,3,32,15,13,2,7.87,30.0,39.33,0.36,0.17,0.02,0.32163606598189776
2022,Bumrah,Powerplay,145,130,5,76,20,14,6,6.69,26.0,29.0,0.58,0.15,0.05,1.1943337257955773
2022,C Sakariya,Death,18,14,1,4,1,0,1,7.71,14.0,18.0,0.29,0.07,0.07,0.1627522928936108
2022,C Sakariya,Middle,39,24,0,4,5,4,1,9.75,,,0.17,0.21,0.04,-0.9039567955207992
2022,C Sakariya,Powerplay,30,33,2,18,2,1,1,5.45,16.5,15.0,0.55,0.06,0.03,1.7073079600451209
2022,CJ Jordan,Death,69,31,1,7,10,5,5,13.35,31.0,69.0,0.23,0.32,0.16,-2.323437542127043
2022,CJ Jordan,Middle,44,25,1,4,6,5,1,10.56,25.0,44.0,0.16,0.24,0.04,-1.1755797651589703
2022,CJ Jordan,Powerplay,23,24,0,14,2,1,1,5.75,,,0.58,0.08,0.04,1.6405793225469265
2022,CV Varun,Middle,260,189,6,77,29,12,17,8.25,31.5,43.33,0.41,0.15,0.09,0.11660673921815116
2022,CV Varun,Powerplay,61,50,0,20,7,5,2,7.32,,,0.4,0.14,0.04,0.5451588313884601
2022,Chameera,Death,109,58,1,19,16,9,7,11.28,58.0,109.0,0.33,0.28,0.12,-1.2717982097337373
2022,Chameera,Middle,65,56,1,26,9,9,0,6.96,56.0,65.0,0.46,0.16,0.0,0.9682755142291614
2022,Chameera,Powerplay,219,164,7,89,36,30,6,8.01,23.43,31.29,0.54,0.22,0.04,0.6530651956115476
2022,Cummins,Death,86,39,2,10,11,4,7,13.23,19.5,43.0,0.26,0.28,0.18,-2.1743093989861775
2022,Cummins,Middle,45,37,4,14,5,3,2,7.3,9.25,11.25,0.38,0.14,0.05,0.4238056974266664
2022,Cummins,Powerplay,88,51,1,21,13,11,2,10.35,51.0,88.0,0.41,0.25,0.04,-0.2974112032487328
2022,D Pretorius,Death,121,60,1,24,16,7,9,12.1,60.0,121.0,0.4,0.27,0.15,-1.2957078083850202
2022,D Pretorius,Middle,92,78,5,25,6,4,2,7.08,15.6,18.4,0.32,0.08,0.03,0.5596144132691053
2022,DG Nalkande,Middle,53,32,2,10,7,5,2,9.94,16.0,26.5,0.31,0.22,0.06,-0.588073235930931
2022,DJ Bravo,Death,113,83,11,33,13,10,3,8.17,7.55,10.27,0.4,0.16,0.04,0.3350825459925318
2022,DJ Bravo,Middle,158,121,4,46,17,15,2,7.83,30.25,39.5,0.38,0.14,0.02,0.4982585709954762
2022,DJ Bravo,Powerplay,32,25,1,13,5,4,1,7.68,25.0,32.0,0.52,0.2,0.04,0.7052455161324751
2022,DJ Hooda,Middle,43,24,1,5,6,3,3,10.75,24.0,43.0,0.21,0.25,0.12,-1.5029648507223972
2022,DJ Willey,Powerplay,61,60,1,26,6,5,1,6.1,60.0,61.0,0.43,0.1,0.02,1.0986709299273967
2022,DR Sams,Death,44,25,1,10,6,1,5,10.56,25.0,44.0,0.4,0.24,0.2,-1.2091068651388794
2022,DR Sams,Middle,156,95,4,37,20,11,9,9.85,23.75,39.0,0.39,0.21,0.09,-0.4232615603094126
2022,DR Sams,Powerplay,175,154,8,81,22,17,5,6.82,19.25,21.88,0.53,0.14,0.03,1.139755921555668
2022,FA Allen,Middle,35,18,0,3,5,3,2,11.67,,,0.17,0.28,0.11,-1.843627393785175
2022,Fazalhaq Farooqi,Death,48,19,0,4,7,3,4,15.16,,,0.21,0.37,0.21,-3.1387749724994283
2022,Fazalhaq Farooqi,Middle,33,25,1,7,4,4,0,7.92,25.0,33.0,0.28,0.16,0.0,0.1754528236269641
2022,Fazalhaq Farooqi,Powerplay,29,32,1,17,3,3,0,5.44,32.0,29.0,0.53,0.09,0.0,1.703089881314929
2022,Ferguson,Death,151,85,2,28,22,12,10,10.66,42.5,75.5,0.33,0.26,0.12,-1.100564781448762
2022,Ferguson,Middle,172,132,4,62,22,14,8,7.82,33.0,43.0,0.47,0.17,0.06,0.4968917188757638
2022,Ferguson,Powerplay,110,81,6,38,18,16,2,8.15,13.5,18.33,0.47,0.22,0.02,0.4934579420540687
2022,HR Shokeen,Middle,88,58,1,24,10,2,8,9.1,58.0,88.0,0.41,0.17,0.14,-0.3667367576968444
2022,HR Shokeen,Powerplay,42,36,1,23,7,5,2,7.0,36.0,42.0,0.64,0.19,0.06,1.1645056694602907
2022,Hardik Pandya,Death,28,21,2,6,2,1,1,8.0,10.5,14.0,0.29,0.1,0.05,0.1232935070346872
2022,Hardik Pandya,Middle,134,94,4,36,17,12,5,8.55,23.5,33.5,0.38,0.18,0.05,0.07965002098232654
2022,Hardik Pandya,Powerplay,64,74,2,40,8,8,0,5.19,37.0,32.0,0.54,0.11,0.0,1.713822447805198
2022,Harpreet Brar,Middle,94,69,4,29,10,3,7,8.17,17.25,23.5,0.42,0.14,0.1,0.1437658196492516
2022,Harpreet Brar,Powerplay,43,25,0,11,7,4,3,10.32,,,0.44,0.28,0.12,-0.7242461790551958
2022,Harshal Patel,Death,213,141,9,62,25,10,15,9.06,15.67,23.67,0.44,0.18,0.11,-0.12416845221412974
2022,Harshal Patel,Middle,172,161,9,71,17,12,5,6.41,17.89,19.11,0.44,0.11,0.03,0.9934394391844752
2022,Harshal Patel,Powerplay,36,36,1,14,4,4,0,6.0,36.0,36.0,0.39,0.11,0.0,1.0514480524289782
2022,Harshit Rana,Middle,29,19,0,6,4,3,1,9.16,,,0.32,0.21,0.05,-0.333389879684956
2022,Harshit Rana,Powerplay,23,12,1,6,4,2,2,11.5,12.0,23.0,0.5,0.33,0.17,-1.1528786317140223
2022,Hazlewood,Death,159,94,8,34,22,14,8,10.15,11.75,19.88,0.36,0.23,0.09,-0.6455687497240694
2022,Hazlewood,Middle,49,44,5,20,5,2,3,6.68,8.8,9.8,0.45,0.11,0.07,0.7642661990640914
2022,Hazlewood,Powerplay,172,151,7,79,26,20,6,6.83,21.57,24.57,0.52,0.17,0.04,0.9485850995648243
2022,J Suchith,Middle,78,70,4,35,9,5,4,6.69,17.5,19.5,0.5,0.13,0.06,0.9258975539375707
2022,J Suchith,Powerplay,46,39,2,19,4,1,3,7.08,19.5,23.0,0.49,0.1,0.08,0.8154779226346462
2022,JD Unadkat,Death,91,44,3,10,14,9,5,12.41,14.67,30.33,0.23,0.32,0.11,-1.8914212624153859
2022,JD Unadkat,Middle,54,43,3,11,5,3,2,7.53,14.33,18.0,0.26,0.12,0.05,0.031025447948002455
2022,JD Unadkat,Powerplay,46,36,0,18,6,2,4,7.67,,,0.5,0.17,0.11,0.3540728025826738
2022,JDS Neesham,Middle,17,12,0,2,2,2,0,8.5,,,0.17,0.17,0.0,-0.3411873498612063
2022,JO Holder,Death,120,71,6,22,13,6,7,10.14,11.83,20.0,0.31,0.18,0.1,-0.7074102104882874
2022,JO Holder,Middle,153,108,7,35,16,11,5,8.5,15.43,21.86,0.32,0.15,0.05,-0.022347979756741042
2022,JO Holder,Powerplay,126,87,1,37,19,12,7,8.69,87.0,126.0,0.43,0.22,0.08,-0.06581364779934853
2022,K Gowtham,Middle,79,60,5,28,9,2,7,7.9,12.0,15.8,0.47,0.15,0.12,0.22198710213061132
2022,K Gowtham,Powerplay,22,12,0,5,5,5,0,11.0,,,0.42,0.42,0.0,-0.7190081267845534
2022,KA Pollard,Middle,97,74,4,20,10,6,4,7.86,18.5,24.25,0.27,0.14,0.05,-0.05619353827630465
2022,KK Ahmed,Death,123,71,5,31,20,13,7,10.39,14.2,24.6,0.44,0.28,0.1,-0.6267610335682938
2022,KK Ahmed,Middle,75,54,6,22,11,9,2,8.33,9.0,12.5,0.41,0.2,0.04,0.2100469015600005
2022,KK Ahmed,Powerplay,117,117,5,64,16,12,4,6.0,23.4,23.4,0.55,0.14,0.03,1.3483164826623457
2022,KR Sen,Death,85,38,3,12,14,9,5,13.42,12.67,28.33,0.32,0.37,0.13,-2.022267453188017
2022,KR Sen,Middle,96,75,1,32,12,9,3,7.68,75.0,96.0,0.43,0.16,0.04,0.5229507169477436
2022,KR Sen,Powerplay,59,44,4,21,9,6,3,8.05,11.0,14.75,0.48,0.2,0.07,0.3386441910551146
2022,Kartik Tyagi,Death,20,14,1,8,2,0,2,8.57,14.0,20.0,0.57,0.14,0.14,0.3831792410091182
2022,Kartik Tyagi,Middle,31,26,0,12,4,3,1,7.15,,,0.46,0.15,0.04,0.7508374654369333
2022,Kartik Tyagi,Powerplay,28,14,0,5,5,4,1,12.0,,,0.36,0.36,0.07,-1.2811164163519244
2022,Kartikeya,Middle,82,66,4,27,10,6,4,7.45,16.5,20.5,0.41,0.15,0.06,0.4156726560807316
2022,Kartikeya,Powerplay,21,12,1,3,3,2,1,10.5,12.0,21.0,0.25,0.25,0.08,-1.1019759218338947
2022,Krunal Pandya,Middle,167,153,7,51,13,8,5,6.55,21.86,23.86,0.33,0.08,0.03,0.6841605323151149
2022,Krunal Pandya,Powerplay,100,72,1,19,13,10,3,8.33,72.0,100.0,0.26,0.18,0.04,-0.2490064879178484
2022,Kuldeep Yadav,Death,22,15,1,8,3,2,1,8.8,15.0,22.0,0.53,0.2,0.07,0.38717602899281744
2022,Kuldeep Yadav,Middle,381,273,19,89,46,25,21,8.37,14.37,20.05,0.33,0.17,0.08,-0.19584157867058263
2022,Kuldeep Yadav,Powerplay,17,18,1,8,2,2,0,5.67,18.0,17.0,0.44,0.11,0.0,1.28237243680072
2022,Lalit Yadav,Death,22,13,1,5,3,1,2,10.15,13.0,22.0,0.38,0.23,0.15,-0.903412072140191
2022,Lalit Yadav,Middle,82,54,2,15,9,4,5,9.11,27.0,41.0,0.28,0.17,0.09,-0.5506610201960979
2022,Lalit Yadav,Powerplay,48,43,1,19,6,5,1,6.7,43.0,48.0,0.44,0.14,0.02,0.8993272110217383
2022,Livingstone,Middle,178,125,5,35,18,9,9,8.54,25.0,35.6,0.28,0.14,0.07,-0.24530150863902145
2022,Livingstone,Powerplay,10,12,1,6,1,1,0,5.0,12.0,10.0,0.5,0.08,0.0,1.705545256714339
2022,M Markande,Middle,52,30,1,7,6,4,2,10.4,30.0,52.0,0.23,0.2,0.07,-0.934195122010844
2022,M Markande,Powerplay,9,12,0,4,0,0,0,4.5,,,0.33,0.0,0.0,1.4604353177677178
2022,M Pathirana,Death,30,20,0,9,4,4,0,9.0,,,0.45,0.2,0.0,0.45566440200469105
2022,M Pathirana,Middle,26,28,2,18,2,2,0,5.57,14.0,13.0,0.64,0.07,0.0,2.133087141757883
2022,M Prasidh Krishna,Death,220,136,6,61,31,20,11,9.71,22.67,36.67,0.45,0.23,0.08,-0.20125924161671505
2022,M Prasidh Krishna,Middle,95,72,3,30,14,12,2,7.92,24.0,31.67,0.42,0.19,0.03,0.40224392245357266
2022,M Prasidh Krishna,Powerplay,249,224,10,141,39,34,5,6.67,22.4,24.9,0.63,0.17,0.02,1.4703384248998512
2022,MK Lomror,Powerplay,18,12,0,3,2,1,1,9.0,,,0.25,0.17,0.08,-0.5825465563841411
2022,MM Ali,Middle,152,134,8,51,15,6,9,6.81,16.75,19.0,0.38,0.11,0.07,0.4970408807733756
2022,MM Ali,Powerplay,7,12,0,8,1,1,0,3.5,,,0.67,0.08,0.0,2.5545255548301764
2022,MR Marsh,Death,29,13,1,3,5,4,1,13.38,13.0,29.0,0.23,0.38,0.08,-2.0908562515382285
2022,MR Marsh,Middle,58,39,2,14,9,9,0,8.92,19.5,29.0,0.36,0.23,0.0,0.054037075560128614
2022,MR Marsh,Powerplay,15,24,1,12,1,1,0,3.75,24.0,15.0,0.5,0.04,0.0,2.049700933158678
2022,Marco Jansen,Death,33,12,1,3,5,1,4,16.5,12.0,33.0,0.25,0.42,0.33,-4.047079970681935
2022,Marco Jansen,Middle,87,58,1,18,11,8,3,9.0,58.0,87.0,0.31,0.19,0.05,-0.27488083132526614
2022,Marco Jansen,Powerplay,158,131,5,71,21,14,7,7.24,26.2,31.6,0.54,0.16,0.05,0.9280306718542303
2022,Markram,Middle,57,30,1,6,7,1,6,11.4,30.0,57.0,0.2,0.23,0.2,-2.0184777506187435
2022,Maxwell,Middle,95,73,3,27,10,3,7,7.81,24.33,31.67,0.37,0.14,0.1,0.029370006610368548
2022,Maxwell,Powerplay,64,67,3,38,7,3,4,5.73,22.33,21.33,0.57,0.1,0.06,1.4330848159118568
2022,Mohammed Shami,Death,106,67,8,22,14,7,7,9.49,8.38,13.25,0.33,0.21,0.1,-0.6273494813554891
2022,Mohammed Shami,Middle,118,60,1,11,15,9,6,11.8,60.0,118.0,0.18,0.25,0.1,-1.6761000500357803
2022,Mohammed Shami,Powerplay,267,251,11,151,39,35,4,6.38,22.82,24.27,0.6,0.16,0.02,1.4474615021834227
2022,Mohammed Siraj,Death,119,52,1,15,16,4,12,13.73,52.0,119.0,0.29,0.31,0.23,-2.526691501223832
2022,Mohammed Siraj,Middle,87,78,3,43,10,8,2,6.69,26.0,29.0,0.55,0.13,0.03,1.2650512093659074
2022,Mohammed Siraj,Powerplay,319,195,5,89,49,32,17,9.82,39.0,63.8,0.46,0.25,0.09,-0.30597763290827196
2022,Mohsin Khan,Death,69,49,5,19,8,4,4,8.45,9.8,13.8,0.39,0.16,0.08,0.03414315459099996
2022,Mohsin Khan,Middle,44,56,3,26,3,3,0,4.71,18.67,14.67,0.46,0.05,0.0,1.7141562643673718
2022,Mohsin Khan,Powerplay,89,101,6,70,12,11,1,5.29,16.83,14.83,0.69,0.12,0.01,2.134597494271762
2022,Mukesh Choudhary,Death,89,44,2,12,11,4,7,12.14,22.0,44.5,0.27,0.25,0.16,-1.746092588257481
2022,Mukesh Choudhary,Middle,48,32,3,13,7,4,3,9.0,10.67,16.0,0.41,0.22,0.09,-0.24289783761598774
2022,Mukesh Choudhary,Powerplay,288,215,11,112,46,39,7,8.04,19.55,26.18,0.52,0.21,0.03,0.6658381449218547
2022,Murugan Ashwin,Middle,140,105,7,42,16,7,9,8.0,15.0,20.0,0.4,0.15,0.09,0.12378857037450332
2022,Murugan Ashwin,Powerplay,93,74,2,32,12,8,4,7.54,37.0,46.5,0.43,0.16,0.05,0.49194075288537986
2022,Mustafizur Rahman,Death,144,93,6,31,18,12,6,9.29,15.5,24.0,0.33,0.19,0.06,-0.308432718579609
2022,Mustafizur Rahman,Middle,17,18,0,7,2,2,0,5.67,,,0.39,0.11,0.0,1.1071791082838232
2022,Mustafizur Rahman,Powerplay,87,88,2,45,11,11,0,5.93,44.0,43.5,0.51,0.12,0.0,1.4504704819538348
2022,N Rana,Middle,23,12,0,1,4,4,0,11.5,,,0.08,0.33,0.0,-1.6953940720911282
2022,NT Ellis,Death,27,13,2,6,4,2,2,12.46,6.5,13.5,0.46,0.31,0.15,-1.2793265217884398
2022,NT Ellis,Middle,13,14,1,6,1,1,0,5.57,14.0,13.0,0.43,0.07,0.0,1.3972751619869164
2022,NT Ellis,Powerplay,17,13,0,8,3,2,1,7.85,,,0.62,0.23,0.08,0.7085185719771355
2022,Narine,Death,31,32,1,12,2,1,1,5.81,32.0,31.0,0.38,0.06,0.03,1.0508531276096582
2022,Narine,Middle,209,230,8,104,14,4,10,5.45,28.75,26.12,0.45,0.06,0.04,1.3022678607075138
2022,Narine,Powerplay,79,80,0,32,7,6,1,5.92,,,0.4,0.09,0.01,1.1118704308964993
2022,Navdeep Saini,Middle,52,25,1,3,7,5,2,12.48,25.0,52.0,0.12,0.28,0.08,-1.9916548052161613
2022,OC McCoy,Death,84,64,8,29,10,6,4,7.88,8.0,10.5,0.45,0.16,0.06,0.4499447662590906
2022,OC McCoy,Middle,134,85,3,29,15,11,4,9.46,28.33,44.67,0.34,0.18,0.05,-0.21418725040061315
2022,OC McCoy,Powerplay,24,24,0,8,2,2,0,6.0,,,0.33,0.08,0.0,0.9410059523179642
2022,OF Smith,Death,46,20,3,9,7,2,5,13.8,6.67,15.33,0.45,0.35,0.25,-2.220254665843796
2022,OF Smith,Middle,102,50,2,18,16,6,10,12.24,25.0,51.0,0.36,0.32,0.2,-1.8990896511411575
2022,OF Smith,Powerplay,31,25,1,13,5,4,1,7.44,25.0,31.0,0.52,0.2,0.04,0.7457771931178169
2022,PH Solanki,Death,15,12,1,5,2,1,1,7.5,12.0,15.0,0.42,0.17,0.08,0.26643374173169637
2022,PH Solanki,Middle,18,18,1,7,1,0,1,6.0,18.0,18.0,0.39,0.06,0.06,0.8898438887882016
